No.,Ticker,Company,Sector,Industry,Country,Market Cap,P/E,Price,Change,Volume
152,AEP,"American Electric Power Company, Inc.",Utilities,Utilities - Regulated Electric,USA,45.21B,19.69,90.41,-0.57%,1400816
153,AER,AerCap Holdings N.V.,Industrials,Airports & Air Services,Ireland,6.93B,-,53.96,-0.09%,527515
154,AERI,"Aerie Pharmaceuticals, Inc.",Healthcare,Drug Manufacturers - Specialty & Generic,USA,662.08M,-,14.34,-3.63%,220505
155,AES,The AES Corporation,Utilities,Utilities - Diversified,USA,16.20B,-,24.64,0.45%,7174549
156,AESC,The AES Corporation,Utilities,Utilities - Diversified,USA,-,-,103.88,2.12%,28729
157,AESE,Allied Esports Entertainment Inc.,Communication Services,Entertainment,USA,75.54M,-,2,0.00%,310317
158,AESR,Anfield U.S. Equity Sector Rotation ETF,Financial,Exchange Traded Fund,USA,-,-,14.31,-0.13%,15799
159,AEVA,"Aeva Technologies, Inc.",Consumer Cyclical,Auto Parts,USA,2.11B,-,10.4,0.00%,967364
160,AEY,"ADDvantage Technologies Group, Inc.",Technology,Electronics & Computer Distribution,USA,33.36M,-,2.69,-1.47%,74040
161,AEYE,"AudioEye, Inc.",Technology,Software - Application,USA,146.58M,-,12.96,0.15%,54206
162,AEZS,Aeterna Zentaris Inc.,Healthcare,Biotechnology,USA,89.89M,-,0.73,-1.87%,387667
163,AFAQU,AF Acquisition Corp.,Financial,Shell Companies,USA,-,-,9.9,1.02%,650
164,AFB,AllianceBernstein National Municipal Income Fund,Financial,Closed-End Fund - Debt,USA,432.04M,6.65,15.03,-0.13%,42055
165,AFBI,"Affinity Bancshares, Inc.",Financial,Banks - Regional,USA,98.77M,12.74,14.09,0.32%,3460
166,AFCG,"AFC Gamma, Inc.",Real Estate,REIT - Specialty,USA,351.23M,11.75,21.37,-1.25%,35522
167,AFG,"American Financial Group, Inc.",Financial,Insurance - Property & Casualty,USA,11.54B,8.79,137.8,-0.58%,199999
168,AFI,"Armstrong Flooring, Inc.",Industrials,Building Products & Equipment,USA,72.84M,-,3.49,-3.06%,58011
169,AFIB,"Acutus Medical, Inc.",Healthcare,Medical Devices,USA,436.02M,-,13,1.09%,159893
170,AFIF,Anfield Universal Fixed Income ETF,Financial,Exchange Traded Fund,USA,-,-,9.7,-0.05%,36967
171,AFIN,"American Finance Trust, Inc.",Real Estate,REIT - Diversified,USA,983.04M,-,8.52,0.24%,923849
172,AFINO,"American Finance Trust, Inc.",Real Estate,REIT - Diversified,USA,-,-,26.95,0.15%,2025
173,AFK,VanEck Vectors Africa Index ETF,Financial,Exchange Traded Fund,USA,-,-,21.91,0.37%,7466
174,AFL,Aflac Incorporated,Financial,Insurance - Life,USA,36.92B,6.72,55.71,-0.50%,1827276
175,AFLG,First Trust Active Factor Large Cap ETF,Financial,Exchange Traded Fund,USA,-,-,26.88,-0.02%,690
176,AFMD,Affimed N.V.,Healthcare,Biotechnology,Germany,745.00M,-,6.69,-5.51%,725721
177,AFRM,"Affirm Holdings, Inc.",Technology,Information Technology Services,USA,25.42B,-,93.05,-6.00%,6075284
178,AFT,Apollo Senior Floating Rate Fund Inc.,Financial,Asset Management,USA,246.83M,5.31,15.85,-0.13%,50635
179,AFTY,Pacer CSOP FTSE China A50 ETF,Financial,Exchange Traded Fund,USA,-,-,20.34,0.55%,939
180,AFYA,Afya Limited,Consumer Defensive,Education & Training Services,Brazil,2.07B,36.28,22.06,0.23%,97267
181,AG,First Majestic Silver Corp.,Basic Materials,Silver,Canada,3.35B,36.57,13.13,2.82%,4950242
182,AGC,Altimeter Growth Corp.,Financial,Shell Companies,USA,657.45M,-,10.64,-0.47%,281909
183,AGCB,Altimeter Growth Corp. 2,Financial,Shell Companies,USA,567.84M,-,9.91,0.10%,33674
184,AGCO,AGCO Corporation,Industrials,Farm & Heavy Construction Machinery,USA,10.37B,14.4,138.03,-0.27%,313657
185,AGCUU,Altimeter Growth Corp.,Financial,Shell Companies,USA,-,-,11.15,0.15%,999
186,AGD,Aberdeen Global Dynamic Dividend Fund,Financial,Closed-End Fund - Foreign,USA,-,-,12.48,0.48%,26816
187,AGE,"AgeX Therapeutics, Inc.",Healthcare,Biotechnology,USA,39.79M,-,1.05,0.96%,22921
188,AGEN,Agenus Inc.,Healthcare,Biotechnology,USA,1.44B,-,6.09,-1.30%,2574661
189,AGFS,"AgroFresh Solutions, Inc.",Consumer Defensive,Farm Products,USA,114.94M,-,2.21,2.07%,47926
190,AGFY,Agrify Corporation,Industrials,Specialty Business Services,USA,537.13M,-,23.61,-10.19%,1218035
191,AGG,iShares Core U.S. Aggregate Bond ETF,Financial,Exchange Traded Fund,USA,-,-,115.85,-0.17%,5273650
192,AGGR,Agile Growth Corp.,Financial,Shell Companies,USA,299.77M,-,9.67,0.42%,121
193,AGGRU,Agile Growth Corp.,Financial,Shell Companies,USA,-,-,9.84,-0.10%,7
194,AGGY,WisdomTree Yield Enhanced U.S. Aggregate Bond Fund,Financial,Exchange Traded Fund,USA,-,-,52.6,-0.15%,73939
195,AGI,Alamos Gold Inc.,Basic Materials,Gold,Canada,3.86B,111.81,8.05,2.55%,3781732
196,AGIO,"Agios Pharmaceuticals, Inc.",Healthcare,Biotechnology,USA,2.67B,-,46.43,0.02%,310626
197,AGL,"agilon health, inc.",Healthcare,Medical Care Facilities,USA,13.84B,-,36.48,-2.41%,218535
198,AGLE,"Aeglea BioTherapeutics, Inc.",Healthcare,Biotechnology,USA,347.80M,-,7.4,-0.67%,59413
199,AGM,Federal Agricultural Mortgage Corporation,Financial,Credit Services,USA,1.05B,10.76,100.99,1.81%,35353
200,AGMH,AGM Group Holdings Inc.,Technology,Software - Application,Hong Kong,207.95M,-,9.38,3.30%,76070
201,AGNC,AGNC Investment Corp.,Real Estate,REIT - Mortgage,USA,8.37B,4.66,16.18,-0.25%,3943552
202,AGO,Assured Guaranty Ltd.,Financial,Insurance - Specialty,Bermuda,3.41B,11.12,47.58,-1.22%,263342
203,AGOX,Adaptive Growth Opportunities ETF,Financial,Exchange Traded Fund,USA,-,-,26.87,0.00%,52149
204,AGQ,ProShares Ultra Silver,Financial,Exchange Traded Fund,USA,-,-,40.4,7.02%,1189079
205,AGR,"Avangrid, Inc.",Utilities,Utilities - Regulated Electric,USA,21.06B,25.11,54.68,-1.12%,402039
206,AGRI,"AgriFORCE Growing Systems, Ltd.",Consumer Defensive,Farm Products,Canada,35.35M,-,2.4,3.00%,209619
207,AGRO,Adecoagro S.A.,Consumer Defensive,Farm Products,Luxembourg,1.06B,10.48,9.15,-0.33%,460417
208,AGRX,"Agile Therapeutics, Inc.",Healthcare,Drug Manufacturers - Specialty & Generic,USA,106.88M,-,1.17,-1.68%,251834
209,AGS,"PlayAGS, Inc.",Consumer Cyclical,Gambling,USA,291.54M,-,8.18,-0.49%,136070
210,AGT,iShares MSCI Argentina and Global Exposure ETF,Financial,Exchange Traded Fund,USA,-,-,31.21,0.68%,97
211,AGTC,Applied Genetic Technologies Corporation,Healthcare,Biotechnology,USA,148.01M,-,3.5,-1.96%,296784
212,AGTI,"Agiliti, Inc.",Healthcare,Health Information Services,USA,2.90B,-,22.86,2.33%,107203
213,AGX,"Argan, Inc.",Industrials,Engineering & Construction,USA,733.51M,21.26,47.08,0.11%,48250
214,AGYS,"Agilysys, Inc.",Technology,Software - Application,USA,1.32B,-,55.83,-3.94%,62170
215,AGZ,iShares Agency Bond ETF,Financial,Exchange Traded Fund,USA,-,-,119.18,-0.01%,17363
216,AGZD,WisdomTree Interest Rate Hedged U.S. Aggregate Bond Fund,Financial,Exchange Traded Fund,USA,-,-,46.86,0.02%,4926
217,AHAC,Alpha Healthcare Acquisition Corp.,Financial,Shell Companies,USA,113.49M,-,10.96,0.00%,0
218,AHACU,Alpha Healthcare Acquisition Corp.,Financial,Shell Companies,USA,-,-,12.08,0.00%,0
219,AHCO,AdaptHealth Corp.,Healthcare,Medical Devices,USA,3.14B,-,24.38,-2.05%,831641
220,AHH,"Armada Hoffler Properties, Inc.",Real Estate,REIT - Diversified,USA,1.09B,56.64,13.65,1.11%,173370
221,AHPI,"Allied Healthcare Products, Inc.",Healthcare,Medical Devices,USA,34.61M,-,9.18,-6.42%,406427
222,AHT,"Ashford Hospitality Trust, Inc.",Real Estate,REIT - Hotel & Motel,USA,389.48M,-,14.86,-2.94%,2321738
223,AI,"C3.ai, Inc.",Technology,Information Technology Services,USA,5.11B,-,50.61,6.17%,7045375
224,AIA,iShares Asia 50 ETF,Financial,Exchange Traded Fund,USA,-,-,84.31,0.46%,32478
225,AIEQ,AI Powered Equity ETF,Financial,Exchange Traded Fund,USA,-,-,43.61,0.22%,11449
226,AIF,Apollo Tactical Income Fund Inc.,Financial,Asset Management,USA,229.69M,33.29,15.88,-0.19%,33852
227,AIG,"American International Group, Inc.",Financial,Insurance - Diversified,USA,46.27B,11.56,55.1,-0.24%,4546580
228,AIH,Aesthetic Medical International Holdings Group Limited,Healthcare,Medical Care Facilities,China,104.57M,-,4.27,-1.39%,37163
229,AIHS,Senmiao Technology Limited,Financial,Credit Services,China,33.41M,-,0.62,-0.16%,171250
230,AIKI,AIkido Pharma Inc.,Healthcare,Biotechnology,USA,70.47M,-,0.8,-2.30%,507882
231,AIM,AIM ImmunoTech Inc.,Healthcare,Biotechnology,USA,98.53M,-,2.08,-1.89%,160426
232,AIMC,Altra Industrial Motion Corp.,Industrials,Specialty Industrial Machinery,USA,3.64B,25.4,58.34,-1.64%,309692
233,AIN,Albany International Corp.,Consumer Cyclical,Textile Manufacturing,USA,2.44B,21.6,77.42,-1.02%,103065
234,AINC,Ashford Inc.,Financial,Asset Management,USA,48.71M,-,16.29,0.06%,5704
235,AINV,Apollo Investment Corporation,Financial,Asset Management,USA,891.51M,6.42,13.88,0.51%,121245
236,AIO,Virtus AllianzGI Artificial Intelligence & Technology Opportunities Fund,Financial,Closed-End Fund - Equity,USA,968.69M,-,28.21,0.18%,38295
237,AIQ,Global X Artificial Intelligence & Technology ETF,Financial,Exchange Traded Fund,USA,-,-,31.91,-0.09%,11086
238,AIR,AAR Corp.,Industrials,Aerospace & Defense,USA,1.15B,26.13,33.73,-0.71%,215675
239,AIRC,Apartment Income REIT Corp.,Real Estate,REIT - Residential,USA,8.21B,-,52.31,0.38%,803026
240,AIRG,"Airgain, Inc.",Technology,Communication Equipment,USA,140.25M,-,14.21,-1.46%,44298
241,AIRI,Air Industries Group,Industrials,Aerospace & Defense,USA,40.73M,43.21,1.21,1.68%,133085
242,AIRR,First Trust RBA American Industrial RenaissanceTM ETF,Financial,Exchange Traded Fund,USA,-,-,42.64,-0.81%,10159
243,AIRT,"Air T, Inc.",Industrials,Integrated Freight & Logistics,USA,97.85M,-,34.7,1.20%,7380
244,AIT,"Applied Industrial Technologies, Inc.",Industrials,Industrial Distribution,USA,3.26B,23.76,87.38,-0.96%,72854
245,AIV,Apartment Investment and Management Company,Real Estate,REIT - Residential,USA,1.08B,-,7.41,0.54%,1114801
246,AIZ,"Assurant, Inc.",Financial,Insurance - Specialty,USA,9.89B,25.58,170.37,-0.12%,269685
247,AJAX,Ajax I,Financial,Shell Companies,USA,701.95M,-,8.72,0.00%,0
248,AJG,Arthur J. Gallagher & Co.,Financial,Insurance Brokers,USA,29.87B,32.57,145.49,-0.23%,1114181
249,AJRD,"Aerojet Rocketdyne Holdings, Inc.",Industrials,Aerospace & Defense,USA,3.48B,27.44,43.46,0.25%,331615
250,AJX,Great Ajax Corp.,Real Estate,REIT - Mortgage,USA,315.72M,10.33,13.89,-0.43%,54242
251,AKAM,"Akamai Technologies, Inc.",Technology,Software - Infrastructure,USA,18.71B,32.36,113.8,0.76%,909283
252,AKBA,"Akebia Therapeutics, Inc.",Healthcare,Biotechnology,USA,484.25M,-,3.03,-3.50%,2702652
253,AKIC,Sports Ventures Acquisition Corp.,Financial,Shell Companies,USA,285.67M,-,9.68,0.04%,581
254,AKICU,Sports Ventures Acquisition Corp.,Financial,Shell Companies,USA,-,-,9.93,0.10%,1750
255,AKO-A,Embotelladora Andina S.A.,Consumer Defensive,Beverages - Non-Alcoholic,Chile,1.89B,12.53,11.95,0.84%,73
256,AKO-B,Embotelladora Andina S.A.,Consumer Defensive,Beverages - Non-Alcoholic,Chile,2.06B,14.99,14.12,-2.35%,2308
257,AKR,Acadia Realty Trust,Real Estate,REIT - Retail,USA,1.84B,-,21.37,-0.37%,391849
258,AKRO,"Akero Therapeutics, Inc.",Healthcare,Biotechnology,USA,804.72M,-,23.71,-1.17%,127762
259,AKTS,"Akoustis Technologies, Inc.",Technology,Communication Equipment,USA,456.57M,-,10.36,2.27%,608757
260,AKTX,"Akari Therapeutics, Plc",Healthcare,Biotechnology,United Kingdom,67.84M,-,1.85,1.65%,83691
261,AKUS,"Akouos, Inc.",Healthcare,Biotechnology,USA,408.71M,-,12.27,-3.39%,64964
262,AKYA,"Akoya Biosciences, Inc.",Healthcare,Medical Instruments & Supplies,USA,579.06M,-,15.68,-2.97%,32049
263,AL,Air Lease Corporation,Industrials,Rental & Leasing Services,USA,4.54B,11.9,40.59,1.20%,686063
264,ALAC,Alberton Acquisition Corporation,Financial,Shell Companies,Hong Kong,50.62M,-,11.3,0.62%,11016
265,ALB,Albemarle Corporation,Basic Materials,Specialty Chemicals,USA,27.57B,39.21,241.86,-0.89%,860037
266,ALBO,"Albireo Pharma, Inc.",Healthcare,Biotechnology,USA,549.38M,-,29.68,-4.50%,181582
267,ALC,Alcon Inc.,Healthcare,Medical Instruments & Supplies,Switzerland,42.25B,-,84.56,0.08%,441966
268,ALCO,"Alico, Inc.",Consumer Defensive,Farm Products,USA,270.16M,5.16,36.41,-1.46%,16974
269,ALDX,"Aldeyra Therapeutics, Inc.",Healthcare,Biotechnology,USA,520.56M,-,9.22,-2.95%,411424
270,ALE,"ALLETE, Inc.",Utilities,Utilities - Diversified,USA,3.50B,21,67.44,-0.79%,141639
271,ALEC,"Alector, Inc.",Healthcare,Biotechnology,USA,2.06B,-,26.64,-4.48%,577898
272,ALEX,"Alexander & Baldwin, Inc.",Real Estate,REIT - Diversified,USA,1.62B,62.03,22.89,8.33%,1094586
273,ALF,"Alfi, Inc.",Technology,Software - Infrastructure,USA,129.47M,-,8.21,-4.53%,704544
274,ALFA,AlphaClone Alternative Alpha ETF,Financial,Exchange Traded Fund,USA,-,-,89.38,1.49%,426
275,ALG,Alamo Group Inc.,Industrials,Farm & Heavy Construction Machinery,USA,1.79B,25.61,154.39,-0.47%,19854
276,ALGM,"Allegro MicroSystems, Inc.",Technology,Semiconductors,USA,5.64B,145.09,31.05,1.17%,665918
277,ALGN,"Align Technology, Inc.",Healthcare,Medical Devices,USA,56.58B,82.22,721.5,-1.03%,354486
278,ALGS,"Aligos Therapeutics, Inc.",Healthcare,Biotechnology,USA,701.85M,-,17.06,-0.12%,66029
279,ALGT,Allegiant Travel Company,Industrials,Airlines,USA,3.35B,84.33,192.01,-0.68%,112482
280,ALHC,"Alignment Healthcare, Inc.",Healthcare,Healthcare Plans,USA,3.69B,-,20.4,4.19%,292044
281,ALIM,"Alimera Sciences, Inc.",Healthcare,Drug Manufacturers - Specialty & Generic,USA,37.75M,66.89,6.02,3.44%,16589
282,ALIT,Alight Inc.,Technology,Software - Application,USA,5.17B,-,11.79,-0.25%,5159511
283,ALJJ,"ALJ Regional Holdings, Inc.",Industrials,Specialty Business Services,USA,53.76M,-,1.25,1.63%,58741
284,ALK,"Alaska Air Group, Inc.",Industrials,Airlines,USA,7.02B,-,57.11,-1.26%,1385277
285,ALKS,Alkermes plc,Healthcare,Biotechnology,Ireland,4.73B,-,29.86,-1.55%,1596049
286,ALKT,"Alkami Technology, Inc.",Technology,Software - Application,USA,2.55B,-,29.95,-0.89%,118758
287,ALL,The Allstate Corporation,Financial,Insurance - Property & Casualty,USA,39.24B,5.47,133.97,0.00%,1401033
288,ALLE,Allegion plc,Industrials,Security & Protection Services,Ireland,13.15B,29.11,148.13,0.28%,1141220
289,ALLK,Allakos Inc.,Healthcare,Biotechnology,USA,5.13B,-,97.09,2.37%,304130
290,ALLO,"Allogene Therapeutics, Inc.",Healthcare,Biotechnology,USA,3.52B,-,25.47,-2.04%,619974
291,ALLT,Allot Ltd.,Technology,Communication Equipment,Israel,571.09M,-,16.16,2.41%,126641
292,ALLY,Ally Financial Inc.,Financial,Credit Services,USA,17.97B,6.72,51.06,-1.60%,3686418
293,ALNA,"Allena Pharmaceuticals, Inc.",Healthcare,Biotechnology,USA,85.23M,-,1.06,0.95%,760820
294,ALNY,"Alnylam Pharmaceuticals, Inc.",Healthcare,Biotechnology,USA,23.29B,-,197.46,-1.36%,321032
295,ALOT,"AstroNova, Inc.",Technology,Computer Hardware,USA,112.26M,77.49,15.42,-0.77%,11989
296,ALPN,"Alpine Immune Sciences, Inc.",Healthcare,Biotechnology,USA,221.31M,-,9.49,-0.11%,23195
297,ALRM,"Alarm.com Holdings, Inc.",Technology,Software - Application,USA,4.12B,53.65,85.14,-0.18%,165884
298,ALRN,"Aileron Therapeutics, Inc.",Healthcare,Biotechnology,USA,107.80M,-,1.17,-0.85%,281777
299,ALRS,Alerus Financial Corporation,Financial,Banks - Regional,USA,467.61M,9.28,28.6,-1.35%,15111
300,ALSN,"Allison Transmission Holdings, Inc.",Consumer Cyclical,Auto Parts,USA,4.02B,11.64,38.19,-1.29%,455176
301,ALT,"Altimmune, Inc.",Healthcare,Biotechnology,USA,634.20M,-,16.43,2.24%,997867
302,ALTA,Altabancorp,Financial,Banks - Regional,USA,774.60M,17.61,41.29,-0.67%,24918
303,ALTG,Alta Equipment Group Inc.,Industrials,Rental & Leasing Services,USA,427.52M,-,13.11,-0.46%,22878
304,ALTL,Pacer Lunt Large Cap Alternator ETF,Financial,Exchange Traded Fund,USA,-,-,43.73,-0.18%,29368
305,ALTM,Altus Midstream Company,Energy,Oil & Gas Midstream,USA,1.02B,69.28,64.78,-0.14%,40685
306,ALTO,"Alto Ingredients, Inc.",Basic Materials,Specialty Chemicals,USA,340.12M,44.64,4.91,-2.58%,1138394
307,ALTR,Altair Engineering Inc.,Technology,Software - Infrastructure,USA,5.54B,-,75.07,-0.36%,95903
308,ALTU,Altitude Acquisition Corp.,Financial,Shell Companies,USA,370.10M,-,9.83,0.31%,60660
309,ALTUU,Altitude Acquisition Corp.,Financial,Shell Companies,USA,-,-,10.25,1.59%,40
310,ALTY,Global X SuperDividend Alternatives ETF,Financial,Exchange Traded Fund,USA,-,-,13.77,-0.94%,14640
311,ALV,"Autoliv, Inc.",Consumer Cyclical,Auto Parts,Sweden,7.58B,14.06,87.72,-0.76%,249835
312,ALVR,"AlloVir, Inc.",Healthcare,Biotechnology,USA,1.28B,-,20.21,0.70%,228579
313,ALX,"Alexander's, Inc.",Real Estate,REIT - Retail,USA,1.31B,19.2,257.94,-2.12%,41780
314,ALXO,ALX Oncology Holdings Inc.,Healthcare,Biotechnology,USA,2.86B,-,71.97,-0.92%,171907
315,ALYA,Alithya Group Inc.,Technology,Information Technology Services,Canada,306.56M,-,2.88,0.52%,15881
316,ALZN,"Alzamend Neuro, Inc.",Healthcare,Biotechnology,USA,278.13M,-,3.13,-6.57%,1330398
317,AM,Antero Midstream Corporation,Energy,Oil & Gas Midstream,USA,4.59B,14.02,10.11,0.80%,2552454
318,AMAL,Amalgamated Financial Corp.,Financial,Banks - Regional,USA,477.30M,10.14,15.81,-1.22%,21320
319,AMAM,Ambrx Biopharma Inc.,Healthcare,Biotechnology,USA,681.82M,-,18.1,1.06%,24531
320,AMAO,American Acquisition Opportunity Inc.,Financial,Shell Companies,USA,133.33M,-,9.89,0.10%,8
321,AMAT,"Applied Materials, Inc.",Technology,Semiconductor Equipment & Materials,USA,120.46B,23.6,135.83,1.03%,4832902
322,AMBA,"Ambarella, Inc.",Technology,Semiconductor Equipment & Materials,USA,4.77B,-,137.2,3.41%,1330850
323,AMBC,"Ambac Financial Group, Inc.",Financial,Insurance - Specialty,USA,631.16M,-,13.97,-0.64%,172947
324,AMBO,Ambow Education Holding Ltd.,Consumer Defensive,Education & Training Services,China,32.95M,-,1.5,-2.60%,37621
325,AMC,"AMC Entertainment Holdings, Inc.",Communication Services,Entertainment,USA,22.30B,-,44.02,-0.81%,52020723
326,AMCR,Amcor plc,Consumer Cyclical,Packaging & Containers,Switzerland,19.31B,21.03,12.68,-0.55%,4620892
327,AMCX,AMC Networks Inc.,Communication Services,Broadcasting,USA,1.86B,7.46,45.53,-3.05%,265213
328,AMD,"Advanced Micro Devices, Inc.",Technology,Semiconductors,USA,128.39B,39.23,109.92,0.66%,42553549
329,AME,"AMETEK, Inc.",Industrials,Specialty Industrial Machinery,USA,31.11B,35.86,135.4,-0.30%,696265
330,AMED,"Amedisys, Inc.",Healthcare,Medical Care Facilities,USA,5.91B,24.57,183.17,-2.16%,233997
331,AMEH,"Apollo Medical Holdings, Inc.",Healthcare,Medical Care Facilities,USA,4.10B,62.18,80.03,0.68%,407345
332,AMG,"Affiliated Managers Group, Inc.",Financial,Asset Management,USA,6.64B,16.94,166.7,-0.16%,147414
333,AMGN,Amgen Inc.,Healthcare,Drug Manufacturers - General,USA,127.79B,23.02,226.37,0.18%,1661643
334,AMH,American Homes 4 Rent,Real Estate,REIT - Residential,USA,13.74B,134.53,42.51,-0.21%,2269744
335,AMJ,JPMorgan Alerian MLP Index ETN,Financial,Exchange Traded Fund,USA,-,-,18.12,-0.66%,311951
336,AMK,"AssetMark Financial Holdings, Inc.",Financial,Asset Management,USA,1.94B,-,26.68,-1.33%,73032
337,AMKR,"Amkor Technology, Inc.",Technology,Semiconductors,USA,6.56B,14.94,28.42,0.67%,742581
338,AMLP,Alerian MLP ETF,Financial,Exchange Traded Fund,USA,-,-,33.45,-0.30%,892041
339,AMN,"AMN Healthcare Services, Inc.",Healthcare,Medical Care Facilities,USA,5.46B,32.42,116.73,0.94%,237776
340,AMNB,American National Bankshares Inc.,Financial,Banks - Regional,USA,354.92M,9.67,33.61,-0.62%,7636
341,AMOT,Allied Motion Technologies Inc.,Technology,Electronic Components,USA,497.78M,22.01,35.48,0.11%,17550
342,AMP,"Ameriprise Financial, Inc.",Financial,Asset Management,USA,30.26B,31.13,272.35,-0.58%,388249
343,AMPE,"Ampio Pharmaceuticals, Inc.",Healthcare,Biotechnology,USA,327.69M,-,1.7,-1.73%,1451678
344,AMPG,"AmpliTech Group, Inc.",Technology,Communication Equipment,USA,34.72M,-,3.82,1.06%,37426
345,AMPH,"Amphastar Pharmaceuticals, Inc.",Healthcare,Drug Manufacturers - Specialty & Generic,USA,906.46M,91.33,19.27,-1.33%,125706
346,AMPY,Amplify Energy Corp.,Energy,Oil & Gas E&P,USA,142.50M,-,3.79,-0.79%,259366
347,AMR,"Alpha Metallurgical Resources, Inc.",Basic Materials,Coking Coal,USA,805.41M,-,45.02,9.11%,442866
348,AMRC,"Ameresco, Inc.",Industrials,Engineering & Construction,USA,3.66B,53.08,72.08,0.47%,257530
349,AMRK,"A-Mark Precious Metals, Inc.",Financial,Capital Markets,USA,539.71M,3.18,49.56,0.30%,75904
350,AMRN,Amarin Corporation plc,Healthcare,Biotechnology,Ireland,2.10B,480.91,5.29,-2.04%,2802576
351,AMRS,"Amyris, Inc.",Basic Materials,Specialty Chemicals,USA,3.91B,-,13.82,-7.87%,4509553
352,AMRX,"Amneal Pharmaceuticals, Inc.",Healthcare,Drug Manufacturers - Specialty & Generic,USA,1.60B,91.86,5.42,-2.87%,574315
353,AMS,American Shared Hospital Services,Healthcare,Medical Care Facilities,USA,16.19M,-,2.84,-1.73%,36569
354,AMSC,American Superconductor Corporation,Industrials,Specialty Industrial Machinery,USA,400.16M,-,14.17,1.14%,200645
355,AMSF,"AMERISAFE, Inc.",Financial,Insurance - Specialty,USA,1.07B,11.67,57.14,-0.14%,57134
356,AMST,Amesite Inc.,Technology,Software - Application,USA,40.10M,-,2.01,1.01%,57877
357,AMSWA,"American Software, Inc.",Technology,Software - Application,USA,822.34M,96.22,25.69,1.62%,73179
358,AMT,American Tower Corporation (REIT),Real Estate,REIT - Specialty,USA,136.34B,60.96,302.01,0.37%,1643418
359,AMTB,Amerant Bancorp Inc.,Financial,Banks - Regional,USA,932.43M,25.03,26.31,0.27%,42533
360,AMTI,Applied Molecular Transport Inc.,Healthcare,Biotechnology,USA,1.11B,-,30.06,-6.79%,176575
361,AMTR,ETRACS Alerian Midstream Energy Total Return Index ETN,Financial,Exchange Traded Fund,USA,-,-,38.51,0.00%,0
362,AMTX,"Aemetis, Inc.",Energy,Oil & Gas Refining & Marketing,USA,364.88M,-,12.09,-0.17%,579570
363,AMUB,UBS ETRACS Alerian MLP Index ETN Series B,Financial,Exchange Traded Fund,USA,-,-,11.45,-0.23%,9190
364,AMWD,American Woodmark Corporation,Consumer Cyclical,"Furnishings, Fixtures & Appliances",USA,1.10B,20.09,69.29,-0.87%,113401
365,AMWL,American Well Corporation,Healthcare,Health Information Services,USA,2.40B,-,10.64,-1.21%,953606
366,AMX,"America Movil, S.A.B. de C.V.",Communication Services,Telecom Services,Mexico,61.41B,12.62,18.82,-1.05%,1813442
367,AMYT,Amryt Pharma plc,Healthcare,Drug Manufacturers - Specialty & Generic,Ireland,726.70M,-,10.9,-0.82%,113818
368,AMZA,InfraCap MLP ETF,Financial,Exchange Traded Fund,USA,-,-,26.64,-0.37%,36437
369,AMZN,"Amazon.com, Inc.",Consumer Cyclical,Internet Retail,USA,1743.76B,60.62,3478.05,0.43%,2550424
